確定病名,發病日,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數,縣市別代碼,鄉鎮別代碼
19CoV,2023-02-03,台中市,神岡區,M,0,70+,1,66000,66000160
19CoV,2023-02-03,南投縣,竹山鎮,F,0,70+,1,10008,10008040
19CoV,2023-02-03,新竹縣,竹東鎮,F,0,70+,2,10004,10004020
19CoV,2023-02-03,高雄市,美濃區,F,0,70+,1,64000,64000310
19CoV,2023-02-03,南投縣,草屯鎮,F,0,70+,1,10008,10008030
19CoV,2023-02-03,南投縣,草屯鎮,M,0,70+,1,10008,10008030
19CoV,2023-02-03,新北市,蘆洲區,M,0,50~54,1,65000,65000140
19CoV,2023-02-03,台中市,西區,F,0,60~64,1,66000,66000040
19CoV,2023-02-03,台中市,西區,F,0,70+,1,66000,66000040
19CoV,2023-02-03,台中市,西區,M,0,70+,1,66000,66000040
19CoV,2023-02-03,台南市,西港區,F,0,70+,1,67000,67000140
19CoV,2023-02-03,苗栗縣,西湖鄉,M,0,60~64,1,10005,10005140
19CoV,2023-02-03,桃園市,觀音區,F,0,70+,1,68000,68000120
19CoV,2023-02-03,台中市,豐原區,M,0,70+,1,66000,66000090
19CoV,2023-02-03,苗栗縣,通霄鎮,F,0,70+,1,10005,10005030
19CoV,2023-02-03,苗栗縣,造橋鄉,M,0,70+,1,10005,10005150
19CoV,2023-02-03,高雄市,鳳山區,F,0,70+,1,64000,64000120
19CoV,2023-02-03,高雄市,鳳山區,M,0,70+,1,64000,64000120
19CoV,2023-02-03,高雄市,鼓山區,M,0,70+,1,64000,64000020
19CoV,2023-02-03,台中市,龍井區,F,0,70+,1,66000,66000250
19CoV,2023-02-04,新北市,三峽區,M,0,65~69,1,65000,65000090
19CoV,2023-02-04,新北市,三重區,F,0,70+,1,65000,65000020
19CoV,2023-02-04,嘉義縣,中埔鄉,M,0,60~64,1,10010,10010130
19CoV,2023-02-04,嘉義縣,中埔鄉,F,0,70+,1,10010,10010130
19CoV,2023-02-04,桃園市,中壢區,F,0,70+,1,68000,68000020
19CoV,2023-02-04,桃園市,中壢區,M,0,70+,2,68000,68000020
19CoV,2023-02-04,南投縣,中寮鄉,M,0,70+,1,10008,10008080
19CoV,2023-02-04,彰化縣,二林鎮,M,0,70+,1,10007,10007200
19CoV,2023-02-04,台南市,仁德區,F,0,70+,1,67000,67000270
19CoV,2023-02-04,屏東縣,佳冬鄉,M,0,70+,1,10013,10013210
19CoV,2023-02-04,台北市,內湖區,F,0,70+,2,63000,63000100
19CoV,2023-02-04,高雄市,內門區,F,0,70+,1,64000,64000350
19CoV,2023-02-04,台中市,北區,F,0,70+,1,66000,66000050
19CoV,2023-02-04,台中市,北屯區,M,0,70+,1,66000,66000080
19CoV,2023-02-04,台中市,南區,M,0,60~64,1,66000,66000030
19CoV,2023-02-04,台南市,南區,M,0,70+,1,67000,67000330
19CoV,2023-02-04,台中市,南屯區,M,0,70+,1,66000,66000070
19CoV,2023-02-04,南投縣,名間鄉,F,0,70+,1,10008,10008060
19CoV,2023-02-04,彰化縣,和美鎮,M,0,65~69,1,10007,10007030
19CoV,2023-02-04,彰化縣,埔鹽鄉,M,0,70+,1,10007,10007140
19CoV,2023-02-04,台北市,士林區,F,0,70+,1,63000,63000110
19CoV,2023-02-04,台北市,士林區,M,0,70+,1,63000,63000110
19CoV,2023-02-04,台北市,大安區,M,0,70+,1,63000,63000030
19CoV,2023-02-04,嘉義縣,太保市,M,0,70+,1,10010,10010010
19CoV,2023-02-04,台中市,太平區,F,0,70+,1,66000,66000270
19CoV,2023-02-04,台南市,官田區,M,0,30~34,1,67000,67000100
19CoV,2023-02-04,新竹縣,寶山鄉,M,0,70+,1,10004,10004100
19CoV,2023-02-04,新竹縣,峨眉鄉,M,0,70+,1,10004,10004110
19CoV,2023-02-04,新北市,新店區,F,0,70+,1,65000,65000060
19CoV,2023-02-04,新北市,新店區,M,0,70+,1,65000,65000060
19CoV,2023-02-04,嘉義縣,新港鄉,F,0,70+,1,10010,10010070
19CoV,2023-02-04,新北市,新莊區,F,0,70+,1,65000,65000050
19CoV,2023-02-04,新竹市,東區,F,0,70+,1,10018,10018010
19CoV,2023-02-04,嘉義市,東區,M,0,70+,1,10020,10020010
19CoV,2023-02-04,台南市,東區,M,0,70+,1,67000,67000320
19CoV,2023-02-04,新北市,板橋區,M,0,70+,2,65000,65000010
19CoV,2023-02-04,雲林縣,林內鄉,M,0,70+,1,10009,10009100
19CoV,2023-02-04,嘉義縣,民雄鄉,M,0,70+,1,10010,10010050
19CoV,2023-02-04,新北市,汐止區,F,0,70+,1,65000,65000110
19CoV,2023-02-04,台中市,沙鹿區,F,0,70+,1,66000,66000130
19CoV,2023-02-04,台中市,沙鹿區,M,0,70+,1,66000,66000130
19CoV,2023-02-04,新北市,淡水區,M,0,70+,1,65000,65000100
19CoV,2023-02-04,台中市,烏日區,M,0,70+,1,66000,66000230
19CoV,2023-02-04,高雄市,美濃區,M,0,60~64,1,64000,64000310
19CoV,2023-02-04,花蓮縣,花蓮市,M,0,70+,1,10015,10015010
19CoV,2023-02-04,彰化縣,芳苑鄉,F,0,70+,1,10007,10007230
19CoV,2023-02-04,苗栗縣,苗栗市,F,0,70+,1,10005,10005010
19CoV,2023-02-04,苗栗縣,苗栗市,M,0,70+,1,10005,10005010
19CoV,2023-02-04,新北市,蘆洲區,F,0,70+,1,65000,65000140
19CoV,2023-02-04,桃園市,蘆竹區,M,0,70+,1,68000,68000050
19CoV,2023-02-04,苗栗縣,造橋鄉,M,0,70+,1,10005,10005150
19CoV,2023-02-04,高雄市,鳳山區,M,0,70+,2,64000,64000120
19CoV,2023-02-04,新北市,鶯歌區,M,0,70+,1,65000,65000080
19CoV,2023-02-04,高雄市,鼓山區,M,0,65~69,1,64000,64000020
19CoV,2023-02-04,桃園市,龜山區,F,0,45~49,1,68000,68000070
19CoV,2023-02-04,桃園市,龜山區,M,0,70+,1,68000,68000070
19CoV,2023-02-05,新北市,三峽區,F,0,70+,1,65000,65000090
19CoV,2023-02-05,新北市,三峽區,M,0,70+,1,65000,65000090
19CoV,2023-02-05,新北市,三重區,F,0,70+,1,65000,65000020
19CoV,2023-02-05,新北市,中和區,M,0,70+,1,65000,65000030
19CoV,2023-02-05,桃園市,中壢區,M,0,65~69,1,68000,68000020
19CoV,2023-02-05,桃園市,中壢區,F,0,70+,1,68000,68000020
19CoV,2023-02-05,台北市,中山區,F,0,70+,1,63000,63000040
19CoV,2023-02-05,基隆市,仁愛區,F,0,70+,1,10017,10017040
19CoV,2023-02-05,桃園市,八德區,F,0,70+,1,68000,68000080
19CoV,2023-02-05,桃園市,八德區,M,0,70+,1,68000,68000080
19CoV,2023-02-05,台中市,北區,F,0,70+,1,66000,66000050
19CoV,2023-02-05,台中市,北屯區,M,0,70+,1,66000,66000080
19CoV,2023-02-05,彰化縣,員林市,F,0,70+,1,10007,10007100
19CoV,2023-02-05,彰化縣,員林市,M,0,70+,1,10007,10007100
19CoV,2023-02-05,南投縣,國姓鄉,M,0,70+,1,10008,10008100
19CoV,2023-02-05,新北市,土城區,F,0,70+,1,65000,65000130
19CoV,2023-02-05,彰化縣,埔心鄉,F,0,70+,1,10007,10007150
19CoV,2023-02-05,台北市,士林區,F,0,70+,1,63000,63000110
19CoV,2023-02-05,台北市,大同區,M,0,70+,1,63000,63000060
19CoV,2023-02-05,台中市,大里區,M,0,65~69,1,66000,66000280
19CoV,2023-02-05,台中市,太平區,M,0,70+,1,66000,66000270
19CoV,2023-02-05,花蓮縣,富里鄉,F,0,70+,1,10015,10015100
19CoV,2023-02-05,屏東縣,屏東市,M,0,70+,1,10013,10013010
19CoV,2023-02-05,台北市,文山區,F,0,70+,1,63000,63000080
19CoV,2023-02-05,台北市,文山區,F,0,70+,1,63000,63000081
19CoV,2023-02-05,台北市,文山區,F,0,70+,1,63000,63000082
19CoV,2023-02-05,花蓮縣,新城鄉,F,0,70+,1,10015,10015040
19CoV,2023-02-05,新北市,新莊區,M,0,60~64,1,65000,65000050
19CoV,2023-02-05,新北市,新莊區,F,0,70+,1,65000,65000050
19CoV,2023-02-05,嘉義市,東區,M,0,60~64,1,10020,10020010
19CoV,2023-02-05,台南市,東區,F,0,70+,1,67000,67000320
19CoV,2023-02-05,台北市,松山區,M,0,70+,1,63000,63000010
19CoV,2023-02-05,新北市,林口區,M,0,70+,1,65000,65000170
19CoV,2023-02-05,高雄市,楠梓區,F,0,70+,1,64000,64000040
19CoV,2023-02-05,新北市,永和區,F,0,70+,3,65000,65000040
19CoV,2023-02-05,新北市,永和區,M,0,70+,1,65000,65000040
19CoV,2023-02-05,新北市,汐止區,M,0,70+,2,65000,65000110
19CoV,2023-02-05,台中市,清水區,M,0,70+,1,66000,66000120
19CoV,2023-02-05,屏東縣,潮州鎮,M,0,70+,1,10013,10013020
19CoV,2023-02-05,花蓮縣,花蓮市,F,0,70+,1,10015,10015010
19CoV,2023-02-05,高雄市,苓雅區,M,0,70+,1,64000,64000080
19CoV,2023-02-05,台中市,西區,M,0,70+,1,66000,66000040
19CoV,2023-02-05,台中市,西屯區,F,0,40~44,1,66000,66000060
19CoV,2023-02-05,雲林縣,西螺鎮,F,0,70+,1,10009,10009040
19CoV,2023-02-05,桃園市,觀音區,F,0,70+,1,68000,68000120
19CoV,2023-02-05,新北市,雙溪區,F,0,70+,1,65000,65000250
19CoV,2023-02-05,苗栗縣,頭份市,F,0,70+,1,10005,10005050
19CoV,2023-02-05,苗栗縣,頭屋鄉,F,0,55~59,1,10005,10005120
19CoV,2023-02-05,桃園市,龍潭區,F,0,55~59,1,68000,68000090
19CoV,2023-02-05,桃園市,龜山區,F,0,55~59,1,68000,68000070
19CoV,2023-02-05,桃園市,龜山區,M,0,60~64,1,68000,68000070
19CoV,2023-02-05,桃園市,龜山區,M,0,70+,1,68000,68000070
19CoV,2023-02-06,新北市,三重區,M,0,60~64,1,65000,65000020
19CoV,2023-02-06,新北市,三重區,F,0,70+,1,65000,65000020
19CoV,2023-02-06,桃園市,中壢區,F,0,70+,1,68000,68000020
19CoV,2023-02-06,基隆市,中山區,M,1,70+,1,10017,10017050
19CoV,2023-02-06,台南市,中西區,M,0,65~69,1,67000,67000370
19CoV,2023-02-06,基隆市,仁愛區,F,0,70+,2,10017,10017040
19CoV,2023-02-06,台北市,信義區,M,0,70+,1,63000,63000020
19CoV,2023-02-06,台北市,內湖區,M,0,70+,1,63000,63000100
19CoV,2023-02-06,桃園市,八德區,F,0,70+,1,68000,68000080
19CoV,2023-02-06,新北市,八里區,F,0,70+,1,65000,65000230
19CoV,2023-02-06,台中市,北屯區,F,0,70+,1,66000,66000080
19CoV,2023-02-06,台北市,南港區,F,0,70+,2,63000,63000090
19CoV,2023-02-06,雲林縣,四湖鄉,F,0,70+,1,10009,10009180
19CoV,2023-02-06,新北市,土城區,M,0,70+,1,65000,65000130
19CoV,2023-02-06,台中市,外埔區,F,0,70+,1,66000,66000210
19CoV,2023-02-06,台中市,外埔區,M,0,70+,1,66000,66000210
19CoV,2023-02-06,雲林縣,大埤鄉,F,0,70+,1,10009,10009080
19CoV,2023-02-06,台北市,大安區,M,0,65~69,1,63000,63000030
19CoV,2023-02-06,台中市,大甲區,F,0,65~69,1,66000,66000110
19CoV,2023-02-06,台中市,大肚區,F,0,70+,1,66000,66000240
19CoV,2023-02-06,屏東縣,屏東市,M,0,70+,1,10013,10013010
19CoV,2023-02-06,桃園市,平鎮區,F,0,70+,1,68000,68000100
19CoV,2023-02-06,彰化縣,彰化市,F,0,70+,1,10007,10007010
19CoV,2023-02-06,台北市,文山區,F,0,70+,1,63000,63000080
19CoV,2023-02-06,台北市,文山區,F,0,70+,1,63000,63000082
19CoV,2023-02-06,台北市,文山區,F,0,70+,1,63000,63000081
19CoV,2023-02-06,新北市,新店區,F,0,70+,1,65000,65000060
19CoV,2023-02-06,新北市,新店區,M,0,70+,2,65000,65000060
19CoV,2023-02-06,台南市,新營區,M,0,70+,1,67000,67000010
19CoV,2023-02-06,新竹縣,新豐鄉,M,0,70+,1,10004,10004060
19CoV,2023-02-06,台中市,東勢區,F,0,70+,1,66000,66000100
19CoV,2023-02-06,台北市,松山區,F,0,70+,1,63000,63000010
19CoV,2023-02-06,新北市,板橋區,F,0,70+,1,65000,65000010
19CoV,2023-02-06,新北市,板橋區,M,0,70+,1,65000,65000010
19CoV,2023-02-06,桃園市,桃園區,F,0,70+,2,68000,68000010
19CoV,2023-02-06,桃園市,桃園區,M,0,70+,1,68000,68000010
19CoV,2023-02-06,雲林縣,水林鄉,F,0,70+,1,10009,10009200
19CoV,2023-02-06,新北市,永和區,F,0,70+,1,65000,65000040
19CoV,2023-02-06,台南市,永康區,M,0,60~64,1,67000,67000310
19CoV,2023-02-06,新北市,汐止區,M,0,70+,1,65000,65000110
19CoV,2023-02-06,新北市,淡水區,F,0,70+,1,65000,65000100
19CoV,2023-02-06,彰化縣,田尾鄉,M,0,70+,1,10007,10007210
19CoV,2023-02-06,嘉義縣,番路鄉,M,0,70+,1,10010,10010160
19CoV,2023-02-06,台中市,神岡區,M,0,65~69,1,66000,66000160
19CoV,2023-02-06,苗栗縣,竹南鎮,M,0,70+,2,10005,10005040
19CoV,2023-02-06,南投縣,竹山鎮,M,0,70+,1,10008,10008040
19CoV,2023-02-06,彰化縣,芬園鄉,M,0,65~69,1,10007,10007090
19CoV,2023-02-06,高雄市,苓雅區,F,0,70+,1,64000,64000080
19CoV,2023-02-06,高雄市,苓雅區,M,0,70+,2,64000,64000080
19CoV,2023-02-06,高雄市,茄萣區,M,0,70+,1,64000,64000260
19CoV,2023-02-06,台北市,萬華區,F,0,70+,1,63000,63000071
19CoV,2023-02-06,台北市,萬華區,F,0,70+,1,63000,63000072
19CoV,2023-02-06,台北市,萬華區,F,0,70+,1,63000,63000070
19CoV,2023-02-06,嘉義市,西區,M,0,70+,1,10020,10020020
19CoV,2023-02-06,台中市,西區,M,0,70+,1,66000,66000040
19CoV,2023-02-06,桃園市,觀音區,F,0,70+,1,68000,68000120
19CoV,2023-02-06,苗栗縣,通霄鎮,M,0,60~64,1,10005,10005030
19CoV,2023-02-06,屏東縣,長治鄉,F,0,70+,1,10013,10013060
19CoV,2023-02-06,台東縣,長濱鄉,F,0,55~59,1,10014,10014080
19CoV,2023-02-06,台南市,關廟區,M,0,55~59,1,67000,67000290
19CoV,2023-02-06,南投縣,集集鎮,F,0,70+,1,10008,10008050
19CoV,2023-02-06,高雄市,鳳山區,M,0,45~49,1,64000,64000120
19CoV,2023-02-06,花蓮縣,鳳林鎮,F,0,70+,1,10015,10015020
19CoV,2023-02-06,新北市,鶯歌區,F,0,70+,1,65000,65000080
19CoV,2023-02-06,高雄市,鹽埕區,F,0,70+,1,64000,64000010
19CoV,2023-02-06,彰化縣,鹿港鎮,M,0,30~34,1,10007,10007020
19CoV,2023-02-07,台南市,七股區,M,0,55~59,1,67000,67000150
19CoV,2023-02-07,高雄市,三民區,M,0,70+,2,64000,64000051
19CoV,2023-02-07,高雄市,三民區,M,0,70+,2,64000,64000050
19CoV,2023-02-07,高雄市,三民區,M,0,70+,2,64000,64000052
19CoV,2023-02-07,新北市,三重區,M,0,70+,1,65000,65000020
19CoV,2023-02-07,台中市,中區,M,0,65~69,1,66000,66000010
19CoV,2023-02-07,台中市,中區,F,0,70+,1,66000,66000010
19CoV,2023-02-07,新北市,中和區,M,0,70+,1,65000,65000030
19CoV,2023-02-07,桃園市,中壢區,M,0,70+,2,68000,68000020
19CoV,2023-02-07,台北市,中山區,M,0,70+,2,63000,63000040
19CoV,2023-02-07,宜蘭縣,五結鄉,F,0,70+,1,10002,10002090
19CoV,2023-02-07,基隆市,信義區,F,0,70+,1,10017,10017070
19CoV,2023-02-07,桃園市,八德區,F,0,70+,1,68000,68000080
19CoV,2023-02-07,台南市,六甲區,F,0,70+,1,67000,67000090
19CoV,2023-02-07,台南市,北區,F,0,70+,2,67000,67000340
19CoV,2023-02-07,台南市,北區,M,0,70+,1,67000,67000340
19CoV,2023-02-07,台中市,北屯區,F,0,70+,1,66000,66000080
19CoV,2023-02-07,苗栗縣,南庄鄉,M,0,70+,1,10005,10005110
19CoV,2023-02-07,雲林縣,古坑鄉,F,0,70+,1,10009,10009070
19CoV,2023-02-07,花蓮縣,吉安鄉,F,0,70+,1,10015,10015050
19CoV,2023-02-07,台北市,士林區,M,0,70+,1,63000,63000110
19CoV,2023-02-07,高雄市,大寮區,M,0,65~69,1,64000,64000140
19CoV,2023-02-07,嘉義縣,大林鎮,M,0,60~64,1,10010,10010040
19CoV,2023-02-07,桃園市,大溪區,M,0,70+,1,68000,68000030
19CoV,2023-02-07,台中市,太平區,F,0,55~59,1,66000,66000270
19CoV,2023-02-07,台南市,安南區,F,0,70+,1,67000,67000350
19CoV,2023-02-07,台南市,安定區,M,0,65~69,1,67000,67000210
19CoV,2023-02-07,彰化縣,彰化市,M,0,70+,1,10007,10007010
19CoV,2023-02-07,台南市,後壁區,M,0,70+,1,67000,67000050
19CoV,2023-02-07,台南市,新市區,F,0,65~69,1,67000,67000200
19CoV,2023-02-07,新北市,新店區,M,0,65~69,2,65000,65000060
19CoV,2023-02-07,新北市,新莊區,M,0,65~69,1,65000,65000050
19CoV,2023-02-07,新北市,新莊區,F,0,70+,2,65000,65000050
19CoV,2023-02-07,新北市,新莊區,M,0,70+,2,65000,65000050
19CoV,2023-02-07,嘉義市,東區,M,0,65~69,1,10020,10020010
19CoV,2023-02-07,嘉義市,東區,F,0,70+,1,10020,10020010
19CoV,2023-02-07,台中市,東區,F,0,70+,1,66000,66000020
19CoV,2023-02-07,新竹市,東區,M,0,70+,1,10018,10018010
19CoV,2023-02-07,台南市,東區,M,0,70+,1,67000,67000320
19CoV,2023-02-07,台南市,東山區,M,0,65~69,1,67000,67000060
19CoV,2023-02-07,新北市,板橋區,F,0,70+,1,65000,65000010
19CoV,2023-02-07,雲林縣,林內鄉,F,0,70+,1,10009,10009100
19CoV,2023-02-07,高雄市,梓官區,M,0,70+,1,64000,64000290
19CoV,2023-02-07,桃園市,楊梅區,M,0,65~69,1,68000,68000040
19CoV,2023-02-07,桃園市,楊梅區,M,0,70+,1,68000,68000040
19CoV,2023-02-07,嘉義縣,水上鄉,M,0,70+,1,10010,10010120
19CoV,2023-02-07,台南市,永康區,M,0,65~69,1,67000,67000310
19CoV,2023-02-07,新北市,淡水區,F,0,70+,1,65000,65000100
19CoV,2023-02-07,新北市,深坑區,M,0,70+,1,65000,65000180
19CoV,2023-02-07,高雄市,湖內區,F,0,70+,1,64000,64000250
19CoV,2023-02-07,新竹縣,湖口鄉,M,0,65~69,1,10004,10004050
19CoV,2023-02-07,新竹縣,湖口鄉,M,0,70+,1,10004,10004050
19CoV,2023-02-07,花蓮縣,瑞穗鄉,M,0,70+,1,10015,10015090
19CoV,2023-02-07,宜蘭縣,礁溪鄉,M,0,70+,1,10002,10002050
19CoV,2023-02-07,高雄市,苓雅區,M,0,40~44,1,64000,64000080
19CoV,2023-02-07,苗栗縣,苗栗市,M,0,70+,2,10005,10005010
19CoV,2023-02-07,嘉義市,西區,F,0,70+,1,10020,10020020
19CoV,2023-02-07,台中市,西屯區,F,0,70+,1,66000,66000060
19CoV,2023-02-07,苗栗縣,通霄鎮,M,0,70+,1,10005,10005030
19CoV,2023-02-07,宜蘭縣,頭城鎮,M,0,70+,1,10002,10002040
19CoV,2023-02-07,新竹市,香山區,F,0,70+,1,10018,10018030
19CoV,2023-02-07,雲林縣,麥寮鄉,F,0,70+,1,10009,10009130
19CoV,2023-02-08,屏東縣,三地門鄉,M,0,70+,1,10013,10013260
19CoV,2023-02-08,新北市,三峽區,F,0,70+,1,65000,65000090
19CoV,2023-02-08,新北市,三重區,M,0,70+,1,65000,65000020
19CoV,2023-02-08,新北市,中和區,F,0,65~69,1,65000,65000030
19CoV,2023-02-08,新北市,中和區,M,0,70+,1,65000,65000030
19CoV,2023-02-08,桃園市,中壢區,F,0,70+,1,68000,68000020
19CoV,2023-02-08,台北市,內湖區,M,0,70+,1,63000,63000100
19CoV,2023-02-08,桃園市,八德區,M,0,60~64,1,68000,68000080
19CoV,2023-02-08,桃園市,八德區,F,0,70+,1,68000,68000080
19CoV,2023-02-08,桃園市,八德區,M,0,70+,1,68000,68000080
19CoV,2023-02-08,台中市,北區,M,0,60~64,1,66000,66000050
19CoV,2023-02-08,台南市,南區,M,0,70+,1,67000,67000330
19CoV,2023-02-08,台北市,南港區,F,0,70+,1,63000,63000090
19CoV,2023-02-08,南投縣,名間鄉,M,0,70+,1,10008,10008060
19CoV,2023-02-08,彰化縣,和美鎮,F,0,65~69,1,10007,10007030
19CoV,2023-02-08,彰化縣,和美鎮,F,0,70+,1,10007,10007030
19CoV,2023-02-08,南投縣,埔里鎮,M,0,55~59,1,10008,10008020
19CoV,2023-02-08,南投縣,埔里鎮,F,0,60~64,1,10008,10008020
19CoV,2023-02-08,高雄市,大寮區,F,0,70+,2,64000,64000140
19CoV,2023-02-08,台中市,大甲區,F,0,70+,1,66000,66000110
19CoV,2023-02-08,基隆市,安樂區,F,0,70+,1,10017,10017060
19CoV,2023-02-08,新竹縣,尖石鄉,M,0,55~59,1,10004,10004120
19CoV,2023-02-08,屏東縣,屏東市,M,0,70+,1,10013,10013010
19CoV,2023-02-08,桃園市,平鎮區,M,0,70+,1,68000,68000100
19CoV,2023-02-08,彰化縣,彰化市,F,0,70+,1,10007,10007010
19CoV,2023-02-08,台南市,新化區,M,0,70+,1,67000,67000180
19CoV,2023-02-08,屏東縣,新園鄉,M,0,70+,1,10013,10013170
19CoV,2023-02-08,新竹縣,新埔鎮,M,0,70+,1,10004,10004030
19CoV,2023-02-08,新北市,新店區,F,0,70+,2,65000,65000060
19CoV,2023-02-08,新北市,新店區,M,0,70+,1,65000,65000060
19CoV,2023-02-08,台南市,新營區,M,0,70+,1,67000,67000010
19CoV,2023-02-08,新北市,新莊區,M,0,70+,1,65000,65000050
19CoV,2023-02-08,新竹縣,新豐鄉,M,0,70+,1,10004,10004060
19CoV,2023-02-08,桃園市,桃園區,F,0,70+,1,68000,68000010
19CoV,2023-02-08,桃園市,桃園區,M,0,70+,1,68000,68000010
19CoV,2023-02-08,桃園市,楊梅區,M,0,70+,1,68000,68000040
19CoV,2023-02-08,高雄市,楠梓區,F,0,70+,1,64000,64000040
19CoV,2023-02-08,台南市,永康區,M,0,70+,1,67000,67000310
19CoV,2023-02-08,新北市,汐止區,M,0,70+,1,65000,65000110
19CoV,2023-02-08,台中市,沙鹿區,M,0,70+,1,66000,66000130
19CoV,2023-02-08,新北市,深坑區,M,0,70+,1,65000,65000180
19CoV,2023-02-08,台中市,烏日區,M,0,70+,1,66000,66000230
19CoV,2023-02-08,台南市,白河區,F,0,70+,1,67000,67000030
19CoV,2023-02-08,苗栗縣,竹南鎮,M,0,70+,1,10005,10005040
19CoV,2023-02-08,苗栗縣,苑裡鎮,M,0,70+,1,10005,10005020
19CoV,2023-02-08,南投縣,草屯鎮,M,0,70+,1,10008,10008030
19CoV,2023-02-08,新北市,蘆洲區,F,0,70+,1,65000,65000140
19CoV,2023-02-08,桃園市,蘆竹區,M,0,50~54,1,68000,68000050
19CoV,2023-02-08,嘉義市,西區,F,0,65~69,1,10020,10020020
19CoV,2023-02-08,嘉義市,西區,F,0,70+,1,10020,10020020
19CoV,2023-02-08,台南市,西港區,M,0,55~59,1,67000,67000140
19CoV,2023-02-08,高雄市,鼓山區,F,0,60~64,1,64000,64000020
19CoV,2023-02-08,桃園市,龍潭區,F,0,70+,1,68000,68000090
19CoV,2023-02-08,桃園市,龜山區,M,0,70+,1,68000,68000070
19CoV,2023-02-09,高雄市,三民區,M,0,70+,1,64000,64000051
19CoV,2023-02-09,高雄市,三民區,M,0,70+,1,64000,64000050
19CoV,2023-02-09,高雄市,三民區,M,0,70+,1,64000,64000052
19CoV,2023-02-09,新北市,三重區,F,0,70+,1,65000,65000020
19CoV,2023-02-09,新北市,中和區,M,0,70+,1,65000,65000030
19CoV,2023-02-09,台北市,中正區,M,0,45~49,1,63000,63000050
19CoV,2023-02-09,台北市,中正區,F,0,70+,1,63000,63000050
19CoV,2023-02-09,新北市,五股區,M,0,70+,1,65000,65000150
19CoV,2023-02-09,南投縣,仁愛鄉,F,0,60~64,1,10008,10008130
19CoV,2023-02-09,屏東縣,內埔鄉,M,0,55~59,1,10013,10013130
19CoV,2023-02-09,桃園市,八德區,M,0,65~69,1,68000,68000080
19CoV,2023-02-09,桃園市,八德區,F,0,70+,1,68000,68000080
19CoV,2023-02-09,新北市,八里區,M,0,55~59,1,65000,65000230
19CoV,2023-02-09,高雄市,前鎮區,M,0,70+,1,64000,64000090
19CoV,2023-02-09,新竹市,北區,F,0,60~64,1,10018,10018020
19CoV,2023-02-09,新竹市,北區,F,0,65~69,1,10018,10018020
19CoV,2023-02-09,台中市,北區,F,0,70+,1,66000,66000050
19CoV,2023-02-09,台南市,北區,F,0,70+,1,67000,67000340
19CoV,2023-02-09,台北市,北投區,M,0,70+,1,63000,63000120
19CoV,2023-02-09,雲林縣,古坑鄉,M,0,70+,1,10009,10009070
19CoV,2023-02-09,台東縣,台東市,F,0,70+,2,10014,10014010
19CoV,2023-02-09,台東縣,台東市,M,0,70+,1,10014,10014010
19CoV,2023-02-09,新北市,土城區,M,0,70+,1,65000,65000130
19CoV,2023-02-09,彰化縣,埔鹽鄉,M,0,65~69,1,10007,10007140
19CoV,2023-02-09,宜蘭縣,大同鄉,F,0,70+,1,10002,10002110
19CoV,2023-02-09,雲林縣,大埤鄉,F,0,50~54,1,10009,10009080
19CoV,2023-02-09,嘉義縣,大林鎮,M,0,70+,1,10010,10010040
19CoV,2023-02-09,台南市,安南區,M,0,70+,1,67000,67000350
19CoV,2023-02-09,花蓮縣,富里鄉,M,0,60~64,1,10015,10015100
19CoV,2023-02-09,桃園市,平鎮區,F,0,70+,1,68000,68000100
19CoV,2023-02-09,桃園市,平鎮區,M,0,70+,1,68000,68000100
19CoV,2023-02-09,新北市,新店區,M,0,60~64,1,65000,65000060
19CoV,2023-02-09,新北市,新店區,F,0,70+,1,65000,65000060
19CoV,2023-02-09,新北市,新店區,M,0,70+,1,65000,65000060
19CoV,2023-02-09,台南市,新營區,F,0,70+,1,67000,67000010
19CoV,2023-02-09,新北市,新莊區,F,0,70+,2,65000,65000050
19CoV,2023-02-09,新北市,新莊區,M,0,70+,1,65000,65000050
19CoV,2023-02-09,新竹市,東區,M,0,70+,1,10018,10018010
19CoV,2023-02-09,嘉義市,東區,M,0,70+,1,10020,10020010
19CoV,2023-02-09,屏東縣,枋寮鄉,F,0,70+,1,10013,10013160
19CoV,2023-02-09,新北市,林口區,F,0,55~59,1,65000,65000170
19CoV,2023-02-09,高雄市,楠梓區,M,0,70+,1,64000,64000040
19CoV,2023-02-09,南投縣,水里鄉,M,0,65~69,1,10008,10008110
19CoV,2023-02-09,嘉義縣,溪口鄉,M,0,70+,1,10010,10010060
19CoV,2023-02-09,台中市,潭子區,F,0,70+,1,66000,66000170
19CoV,2023-02-09,屏東縣,潮州鎮,F,0,70+,1,10013,10013020
19CoV,2023-02-09,新竹縣,竹北市,M,0,50~54,1,10004,10004010
19CoV,2023-02-09,新竹縣,竹東鎮,F,0,70+,1,10004,10004020
19CoV,2023-02-09,花蓮縣,花蓮市,F,0,70+,1,10015,10015010
19CoV,2023-02-09,台中市,西區,F,0,70+,1,66000,66000040
19CoV,2023-02-09,台中市,豐原區,F,0,70+,1,66000,66000090
19CoV,2023-02-09,高雄市,路竹區,M,0,70+,1,64000,64000240
19CoV,2023-02-09,苗栗縣,通霄鎮,M,0,70+,1,10005,10005030
19CoV,2023-02-09,台中市,霧峰區,M,0,70+,1,66000,66000260
